DP02_0064PE,DP02_0061PE,DP02_0065PE,DP02_0062PE,DP02_0063PE,DP02_0060PE,DP02_0059PE,DP05_0077PE,DP05_0078PE,DP05_0080PE,state,zip_code
16.0,28.7,7.3,27.5,12.2,4.9,3.3,34.5,44.8,5.4,51,23608
21.8,26.6,7.6,27.2,8.1,4.8,3.9,50.8,12.9,1.7,48,78634
23.7,18.7,22.7,24.0,5.1,4.5,1.4,47.2,46.5,4.5,01,36106
11.0,31.4,3.7,24.0,8.2,10.4,11.3,21.2,26.2,10.2,48,76014
1.6,50.0,1.2,16.9,0.7,21.8,7.9,99.5,0.0,0.0,54,24827
24.8,21.7,11.7,26.0,7.6,6.2,1.9,86.5,0.7,0.7,20,67052
34.8,20.0,22.1,13.6,6.9,1.7,0.9,68.0,5.3,16.8,34,08844
34.2,27.5,12.7,13.5,7.0,2.8,2.4,86.2,0.5,1.5,34,07440
13.5,35.8,8.6,16.9,9.1,13.4,2.6,36.0,55.5,8.2,01,35470
20.6,28.0,10.9,24.0,7.6,6.6,2.4,68.0,25.4,1.0,01,36109
16.8,21.7,7.5,25.2,8.1,11.2,9.4,22.9,3.6,9.4,06,91910
16.5,27.5,8.6,29.6,7.0,7.5,3.2,36.4,3.5,2.4,48,78412
31.3,16.3,27.0,17.1,6.5,1.0,0.8,98.9,0.0,0.0,25,01929
27.5,13.2,32.5,19.8,4.3,1.0,1.7,39.6,54.4,1.4,17,60422
8.6,37.2,5.4,19.6,9.4,11.4,8.4,9.4,78.2,1.6,12,33313
15.0,28.5,11.9,18.2,7.9,7.7,10.8,37.7,12.5,3.3,44,02905
8.1,49.6,3.3,18.1,8.1,8.8,3.9,90.7,0.7,0.7,39,45879
27.3,22.9,14.2,21.8,8.9,3.1,1.7,87.7,0.7,2.7,55,53130
10.1,43.0,6.2,24.4,5.0,7.2,4.1,92.4,0.2,0.2,05,72126
22.4,20.3,16.5,20.8,9.4,7.8,2.9,53.0,43.5,0.2,01,36604
12.8,40.9,4.9,23.6,9.5,5.9,2.3,98.1,0.0,0.0,55,53522
21.5,24.2,12.2,27.8,8.0,4.4,1.9,66.5,4.0,8.1,32,89074
1.2,38.6,2.6,13.8,9.1,20.4,14.3,98.4,0.0,0.0,51,24603
17.1,29.5,16.1,20.9,8.6,5.9,1.9,88.2,3.8,2.0,54,25705
17.8,32.4,7.8,20.4,8.5,7.5,5.6,81.1,4.3,4.7,33,03102
12.7,44.6,4.8,20.7,8.7,6.5,2.1,86.1,0.8,0.3,27,56672
29.7,19.6,13.8,21.6,10.5,3.3,1.6,75.9,9.7,3.2,27,55422
41.5,5.1,36.6,10.2,4.4,1.4,0.7,72.4,1.8,18.8,53,98040
5.8,26.2,1.7,16.5,4.7,19.5,25.5,5.1,1.9,2.5,06,90744
20.0,35.0,8.8,21.4,6.9,5.6,2.4,95.9,0.4,0.2,39,43031
8.4,41.6,6.0,30.5,9.3,3.4,0.7,92.0,0.0,2.7,23,04979
18.2,21.7,14.2,24.8,8.0,8.4,4.7,56.1,35.1,1.8,13,30458
1.8,34.0,1.0,19.0,2.5,26.9,14.8,6.9,13.9,0.7,06,92233
23.0,28.7,13.6,17.2,11.9,3.4,2.1,96.9,0.5,0.4,44,02857
3.8,53.1,1.1,17.0,7.8,12.7,4.5,98.5,0.0,0.0,18,47260
7.1,36.4,3.2,16.1,4.6,17.6,15.1,48.3,14.1,0.9,12,34972
24.4,17.6,11.1,28.2,10.9,5.1,2.7,80.2,0.3,0.9,49,84663
7.6,37.1,6.1,20.1,7.7,14.1,7.4,87.9,6.8,0.3,54,25661
15.9,38.3,6.3,16.9,7.7,9.8,5.1,95.0,0.2,1.1,39,44882
8.4,58.8,0.0,10.1,5.0,15.1,2.5,100.0,0.0,0.0,38,58734
19.1,29.6,6.6,30.3,5.5,7.3,1.6,56.0,39.9,0.8,39,44302
0.8,59.1,3.8,12.9,12.9,9.8,0.8,100.0,0.0,0.0,19,52225
8.0,55.9,4.1,12.7,8.3,6.6,4.5,97.2,1.0,0.3,42,15851
18.3,27.1,13.5,21.5,7.5,7.8,4.2,69.5,23.0,1.0,05,71923
30.1,17.4,26.8,15.6,7.9,1.4,0.8,92.2,1.1,1.4,36,11768
15.7,24.4,11.6,30.9,10.4,5.1,2.0,86.2,0.6,0.8,41,97103
15.2,25.3,9.7,31.2,12.0,5.5,1.1,88.8,1.4,2.0,53,98629
7.7,38.0,6.5,21.5,8.2,11.2,6.9,79.5,16.1,0.1,21,42041
18.8,29.4,19.2,15.7,12.4,2.9,1.5,87.4,2.5,1.4,36,14063
13.0,36.9,5.4,28.0,7.7,4.8,4.1,92.3,4.1,0.8,21,40013
20.6,34.7,6.8,22.7,9.4,4.6,1.2,84.5,1.8,2.7,34,07843
30.1,16.6,31.1,10.6,5.0,2.8,3.8,67.9,4.7,7.4,09,06830
22.2,21.3,7.8,28.8,11.4,4.7,3.8,27.1,16.3,29.1,06,94591
26.5,21.0,14.0,24.4,7.7,4.3,2.2,43.5,27.5,5.2,48,76006
21.9,31.5,12.5,18.2,6.7,5.1,4.1,56.9,8.9,17.6,34,08859
32.0,19.2,18.6,19.9,5.8,2.9,1.6,87.6,4.6,4.0,39,44202
21.8,27.3,9.0,20.7,13.8,4.5,3.0,54.3,7.0,1.8,12,32812
18.7,30.3,8.6,21.2,8.7,7.4,5.1,75.8,10.0,4.0,18,46805
28.0,16.7,28.1,16.6,9.6,0.4,0.7,100.0,0.0,0.0,23,03907
10.2,38.0,7.0,21.3,7.5,10.6,5.5,95.6,0.8,0.3,50,05859
29.5,16.4,12.2,24.7,12.7,2.8,1.7,68.1,1.9,13.0,06,95747
5.3,34.4,5.8,21.7,5.0,13.2,14.5,98.9,0.0,0.0,21,41465
10.7,31.9,6.7,23.3,12.9,6.1,8.3,74.0,2.7,0.0,48,76534
9.0,34.3,2.5,24.8,5.4,14.5,9.4,7.3,75.7,1.1,47,38118
7.6,42.0,1.3,20.7,12.4,9.6,6.3,57.2,16.5,0.4,37,27807
11.5,37.7,6.5,19.1,13.1,6.7,5.3,90.9,0.8,0.0,55,53530
12.4,37.2,7.9,17.7,12.6,8.0,4.1,84.5,2.1,0.5,45,29696
27.9,18.5,18.5,21.7,7.2,4.5,1.6,44.3,46.1,5.2,01,36117
7.1,45.3,0.0,19.6,13.8,10.4,3.9,15.3,0.0,2.4,30,59855
10.9,37.6,5.3,17.5,14.0,10.0,4.8,91.1,5.6,0.3,55,53805
8.7,36.7,3.4,19.6,9.2,13.0,9.4,63.0,23.3,0.0,37,27810
37.6,8.0,32.1,13.2,5.7,1.0,2.5,49.9,2.8,32.4,06,94127
7.1,46.4,4.3,17.3,9.2,11.0,4.7,76.3,21.0,0.0,05,71744
17.6,27.8,9.8,25.3,14.1,4.2,1.2,92.1,1.9,0.4,26,49445
9.8,42.5,2.3,18.1,15.1,8.2,3.8,89.2,1.9,2.5,42,17929
11.1,35.9,5.6,22.3,8.0,10.3,6.8,68.5,13.0,0.7,12,34205
25.3,17.7,25.0,14.9,8.8,5.5,2.9,67.8,14.1,8.5,36,14620
8.6,36.7,4.2,25.7,7.2,12.2,5.5,2.1,95.6,0.0,47,38109
23.7,19.1,7.4,36.6,10.2,0.9,2.2,46.2,25.2,1.9,13,30905
12.5,39.1,3.7,22.7,7.4,10.4,4.2,70.2,6.0,1.2,29,64052
8.1,47.4,5.2,20.3,12.8,4.2,1.9,90.8,0.0,0.3,39,45858
6.3,36.5,3.8,24.3,7.5,16.4,5.0,27.8,64.7,0.6,13,30906
25.3,28.2,13.9,19.5,6.9,3.3,2.9,68.3,15.0,4.4,10,19809
10.1,34.2,5.0,20.1,10.2,11.7,8.8,95.5,0.2,1.3,01,35057
26.6,22.7,16.5,11.7,4.5,11.6,6.4,61.0,32.2,1.8,47,37408
26.7,20.2,21.3,11.2,9.6,6.8,4.2,81.0,3.5,1.7,36,10594
31.8,16.6,17.4,19.0,7.4,3.9,3.8,53.0,28.2,6.3,13,30067
20.2,27.4,6.8,21.5,14.5,6.8,2.7,82.9,3.0,1.4,46,57107
20.7,27.1,12.3,24.0,10.3,4.7,0.9,88.2,0.3,0.5,30,59808
13.1,45.6,8.3,15.3,10.1,4.9,2.7,96.6,0.1,0.8,42,18810
17.4,32.4,13.1,22.6,10.2,3.3,1.1,37.4,53.6,1.8,24,20695
7.3,39.6,1.9,20.3,6.1,15.1,9.7,75.7,18.1,1.2,13,30805
27.0,16.1,22.3,21.2,9.2,3.2,0.9,67.0,5.1,13.1,32,89135
17.4,35.9,7.3,19.0,13.4,3.4,3.6,94.0,0.8,0.3,17,62401
21.1,20.3,13.7,31.8,6.1,3.1,3.8,85.8,1.4,0.6,41,97498
12.3,47.4,6.2,21.7,4.8,6.8,0.8,98.2,0.8,0.0,29,64668
8.0,39.9,6.2,18.2,10.1,9.8,7.8,34.2,58.1,1.0,45,29018
9.1,41.6,1.5,20.3,5.0,16.4,6.2,70.9,18.1,0.6,12,32465
31.9,18.3,12.7,22.4,7.9,4.9,1.9,48.0,29.6,5.7,37,28278
15.1,35.7,5.6,19.4,7.1,7.4,9.6,69.3,0.0,0.0,48,76861
13.7,31.1,9.8,23.3,13.3,7.8,1.1,96.8,0.2,0.0,51,22644
37.7,5.9,37.3,12.3,4.5,1.3,0.9,57.3,0.2,30.1,06,91011
9.6,39.7,4.9,22.6,5.1,8.9,9.3,40.8,4.9,2.0,48,78644
40.2,6.1,20.7,20.5,6.6,4.6,1.4,25.7,1.4,44.6,06,92823
31.4,10.8,29.0,16.7,6.6,2.8,2.8,60.4,11.4,13.0,24,20832
38.8,11.6,19.8,18.5,8.1,2.2,1.0,81.4,5.7,6.9,18,46038
31.4,22.9,22.0,11.5,9.3,1.8,1.1,95.0,0.7,2.2,42,15044
17.2,27.3,6.7,31.3,13.0,3.3,1.2,77.9,3.0,1.0,02,99705
25.4,21.2,17.3,24.5,8.9,2.3,0.5,94.3,1.1,0.0,26,49690
11.0,32.6,7.1,20.5,10.2,12.5,6.1,49.3,45.0,0.3,45,29440
15.0,42.6,10.3,14.5,7.2,6.2,4.3,93.7,1.1,0.9,42,17003
1.8,42.0,3.9,31.3,7.8,7.1,6.1,91.2,1.2,1.3,51,24311
18.2,27.8,6.1,29.3,11.6,4.8,2.2,87.5,0.3,1.0,53,99206
5.4,30.0,2.4,19.7,5.4,17.0,20.1,18.4,7.2,1.1,06,92570
21.4,23.6,21.4,18.1,7.7,5.9,1.9,69.2,17.1,4.1,17,61606
7.2,32.0,3.4,18.1,6.8,14.0,18.6,21.8,18.0,8.7,20,66102
26.5,18.3,16.3,25.5,8.4,4.0,1.1,71.6,1.7,8.8,32,89523
15.8,26.9,5.8,28.0,13.6,6.3,3.5,91.2,2.0,2.9,17,62948
6.3,43.1,4.7,18.2,6.1,4.3,17.3,96.8,1.1,0.0,19,52590
11.7,34.6,4.4,30.5,7.5,6.9,4.5,75.4,0.6,1.8,06,96080
27.7,28.3,11.7,22.5,8.5,1.0,0.3,89.6,2.0,0.5,20,66618
20.5,24.1,9.2,24.1,13.0,5.9,3.1,64.2,17.6,4.1,12,32514
16.9,29.4,9.3,26.5,11.9,4.2,1.7,95.5,0.2,0.7,27,55744
11.0,39.3,6.3,24.3,6.6,7.5,5.1,39.6,56.7,1.4,24,21853
11.6,54.4,4.9,10.0,8.7,7.2,3.2,97.6,0.5,0.2,42,15728
7.4,36.3,5.1,20.8,9.2,15.0,6.2,87.9,7.6,0.7,28,39452
19.5,31.8,7.0,24.8,13.0,3.2,0.8,87.2,5.0,2.1,19,52405
13.0,39.4,6.9,17.0,5.6,6.5,11.6,56.2,5.4,5.2,25,02151
8.9,31.9,5.5,28.1,8.1,12.3,5.3,23.7,64.4,2.4,39,43607
8.0,46.4,2.5,26.0,4.5,4.8,7.9,91.7,5.2,0.0,47,38329
21.9,22.7,14.7,20.5,3.6,11.5,5.2,33.8,53.9,0.9,22,70119
24.8,22.9,19.1,17.9,11.3,3.1,0.8,89.3,1.8,3.8,39,43551
10.8,44.0,6.1,18.4,11.3,7.1,2.4,95.6,0.5,0.3,18,47834
8.4,27.1,4.5,18.5,6.0,18.3,17.3,1.8,31.9,1.2,36,10457
9.5,29.3,6.6,33.0,8.9,9.3,3.4,68.3,5.3,1.5,06,92284
23.4,19.9,25.2,14.1,14.1,2.4,0.8,91.4,1.2,3.9,36,12019
49.0,5.4,34.6,6.7,1.9,1.1,1.3,79.4,4.2,6.8,17,60614
18.3,26.8,3.4,26.0,6.0,12.6,6.9,78.4,6.9,0.0,48,75451
5.7,34.7,1.7,17.7,4.1,20.6,15.6,8.9,2.7,0.4,48,78242
12.9,35.6,4.9,24.8,10.4,7.8,3.5,96.5,0.6,0.3,26,49269
18.8,37.1,10.7,18.6,8.0,4.8,1.9,91.2,1.5,0.8,34,08088
26.3,24.8,9.1,19.6,13.7,2.5,4.0,89.9,2.8,0.6,38,58501
5.4,45.7,2.5,15.8,6.7,16.4,7.5,64.5,19.3,0.0,21,42635
25.7,17.2,18.7,20.7,9.0,4.4,4.3,46.2,22.6,7.5,51,22192
0.0,0.0,43.2,56.8,0.0,0.0,0.0,100.0,0.0,0.0,48,77468
18.3,25.2,12.5,21.9,5.2,10.4,6.6,38.6,49.4,1.5,47,38111
8.6,35.4,2.2,24.6,9.3,14.1,5.9,19.0,78.6,0.1,45,29945
15.1,35.2,9.1,15.3,8.2,9.9,7.2,47.2,3.6,2.5,34,08805
7.8,44.0,2.5,24.1,9.1,8.5,3.9,88.0,1.4,0.5,18,46933
11.7,28.0,5.6,17.4,5.0,12.2,20.2,20.8,5.1,3.4,48,77080
36.2,13.7,24.6,16.3,6.1,1.5,1.6,90.0,0.1,1.5,08,80403
21.7,19.9,13.6,30.7,9.0,2.8,2.3,81.6,1.3,2.4,37,28460
39.6,7.2,31.1,11.0,6.3,2.3,2.5,64.5,1.4,16.9,48,77059
31.0,18.4,28.5,12.0,6.5,2.6,1.0,80.4,6.6,7.7,42,19002
17.1,36.7,14.8,19.7,5.2,3.6,3.0,91.4,3.4,2.3,29,64468
10.9,29.9,8.5,33.3,5.8,9.3,2.3,89.1,0.1,1.7,41,97411
19.3,26.7,9.7,24.4,9.1,5.8,5.0,3.2,72.9,2.8,48,77489
19.1,21.2,16.1,25.5,9.1,5.7,3.3,66.8,1.7,2.7,06,91935
13.8,34.9,10.1,21.7,8.1,8.3,3.0,80.7,9.0,1.7,24,21921
11.2,25.3,4.2,22.1,11.9,3.5,21.7,98.4,0.0,0.0,30,59522
31.2,17.1,19.2,18.3,6.9,4.2,3.0,38.1,42.0,8.1,24,21117
18.6,25.7,11.1,23.6,10.4,6.4,4.1,52.1,29.0,1.3,37,27127
16.2,35.5,8.2,21.6,7.6,8.2,2.7,77.8,0.7,0.7,30,59101
4.9,32.9,1.9,16.1,7.1,19.5,17.7,3.1,0.7,0.0,48,78839
25.5,22.2,21.5,14.8,9.0,3.5,3.5,48.9,18.1,14.9,36,11581
3.7,46.5,2.8,21.2,4.8,21.0,0.0,85.2,4.4,0.0,54,26574
22.4,20.5,14.1,19.3,9.6,9.7,4.4,68.6,18.2,1.8,45,29609
23.7,24.1,14.9,22.1,8.3,3.4,3.6,70.3,0.6,0.2,48,78163
11.8,32.0,6.0,29.3,7.4,8.8,4.7,93.9,0.5,0.5,05,72601
10.2,47.0,3.5,21.3,5.9,8.5,3.7,66.4,23.0,0.2,22,70655
12.0,37.1,3.4,21.0,2.7,15.2,8.6,9.5,88.2,0.0,45,29564
10.0,36.4,6.1,21.9,13.4,7.5,4.6,77.3,3.7,1.5,25,01020
16.3,31.7,7.1,27.0,11.6,4.8,1.5,91.0,1.5,1.3,55,54880
6.9,38.9,2.4,18.2,4.3,19.1,10.1,72.8,18.2,0.4,13,30473
23.5,16.2,15.0,25.7,9.9,8.0,1.7,62.7,15.3,1.3,26,48933
23.7,0.0,47.5,28.8,0.0,0.0,0.0,14.3,5.7,10.0,19,52557
14.4,36.5,7.9,18.3,14.1,5.5,3.3,87.2,3.3,0.1,42,18037
11.9,21.8,7.5,18.5,5.7,14.4,20.2,16.5,0.7,9.0,06,92706
20.8,26.2,6.6,12.3,8.3,16.3,9.5,3.7,0.3,1.0,12,33184
18.5,25.0,8.2,34.5,11.3,1.6,0.9,79.5,0.4,0.3,06,95665
14.4,22.5,6.5,20.4,8.5,10.7,17.1,16.9,2.4,6.9,06,93036
33.4,20.6,21.5,13.1,7.9,2.3,1.1,71.3,5.1,18.5,42,19454
7.8,49.7,5.1,10.5,7.7,11.5,7.7,98.2,0.4,0.0,42,15552
7.7,50.6,2.0,17.1,4.1,12.8,5.7,93.5,2.5,0.0,47,38341
22.2,27.7,12.0,22.5,11.9,2.9,0.9,96.0,0.5,0.4,55,54669
12.1,38.7,5.4,22.4,7.1,9.6,4.6,75.2,1.2,1.3,08,81416
6.5,43.0,1.3,15.7,3.0,19.8,10.6,12.5,80.2,1.9,37,27823
18.6,25.4,14.5,24.6,9.6,4.1,3.2,83.0,10.1,0.8,12,32444
15.7,30.0,9.2,26.1,8.5,7.2,3.3,86.1,6.2,0.9,21,40031
13.5,27.1,4.4,26.0,9.2,9.0,10.8,44.8,1.7,1.7,04,85204
6.0,39.9,2.7,16.8,6.7,15.6,12.2,2.6,57.7,0.7,12,33147
21.1,21.3,10.8,17.1,9.8,5.8,14.0,58.5,1.8,12.6,06,91205
11.7,50.5,5.5,11.1,10.6,6.2,4.4,92.5,0.9,0.0,42,15474
5.7,29.9,2.4,17.1,6.6,17.3,20.9,29.9,1.9,2.5,06,95215
16.7,40.1,6.8,20.6,8.4,5.4,2.1,87.7,1.5,2.2,34,08721
16.2,30.2,9.3,29.5,9.5,4.4,0.9,86.1,3.6,2.2,04,85373
20.7,25.7,11.8,27.3,7.6,4.4,2.5,62.4,1.8,12.9,02,99515
31.8,18.9,13.3,20.1,9.7,3.3,2.9,62.0,17.1,8.5,27,55343
9.8,38.5,7.6,18.2,18.6,5.2,2.2,96.8,0.7,0.1,36,14105
13.0,38.5,7.2,19.6,6.8,9.5,5.3,65.8,13.5,4.9,24,21227
11.3,35.2,4.3,19.8,10.6,14.2,4.6,76.3,0.2,0.0,48,76561
17.6,36.4,6.7,20.1,5.9,8.8,4.7,71.5,4.5,4.8,34,07420
15.1,24.8,5.8,31.4,12.5,5.1,5.3,68.8,4.3,3.1,06,95610
8.9,39.4,2.6,17.8,14.7,11.8,4.8,98.4,0.2,0.0,36,13308
6.0,34.1,2.9,26.6,8.8,13.5,8.1,62.6,4.9,0.1,06,95422
22.0,20.5,26.2,20.0,5.7,2.9,2.6,79.4,1.9,12.0,36,10964
9.5,42.8,4.8,16.9,5.8,11.9,8.3,90.7,6.8,0.0,54,25951
39.2,11.7,34.1,9.6,3.6,0.7,1.0,97.7,0.1,0.7,25,02025
14.0,36.6,6.0,25.5,9.3,6.4,2.2,85.1,1.6,0.3,20,67152
12.7,33.4,5.8,22.5,5.9,11.5,8.2,26.4,55.6,0.4,18,46226
27.6,20.2,14.5,21.0,9.2,3.1,4.6,73.6,7.4,3.6,20,66204
4.5,22.8,2.6,32.9,13.0,17.3,6.9,3.3,0.0,0.0,46,57764
9.8,36.6,4.2,28.5,6.3,10.1,4.4,51.2,37.5,0.3,48,75501
26.8,18.0,12.1,23.5,8.5,4.9,6.2,53.4,3.7,10.6,06,94518
10.5,37.1,3.8,20.8,14.9,8.2,4.7,92.8,0.4,0.6,17,62439
14.3,34.5,7.9,26.0,9.7,5.6,2.1,91.0,0.3,0.5,17,61046
13.7,32.1,6.8,25.7,15.6,4.4,1.7,89.2,0.2,0.6,08,80808
28.2,15.4,17.2,21.8,10.7,3.6,3.2,35.0,12.9,27.5,06,95831
5.9,52.1,3.6,23.6,8.8,4.6,1.4,90.0,5.5,0.0,42,18617
8.9,34.5,7.3,15.8,8.7,16.1,8.7,98.0,0.2,0.1,21,41858
8.7,39.5,3.3,22.7,12.0,9.6,4.1,80.5,3.5,1.4,12,34668
17.9,33.4,7.3,21.0,15.8,2.6,2.0,95.3,0.3,0.5,27,56048
14.0,31.4,10.2,14.9,7.5,8.7,13.3,38.5,7.0,37.7,25,01851
5.9,31.5,3.3,13.2,0.0,46.2,0.0,94.8,0.0,0.0,09,06373
2.9,56.6,2.9,16.1,7.5,11.3,2.9,97.7,0.0,0.0,42,16621
27.2,21.3,15.7,19.2,12.2,3.4,1.0,84.4,4.2,1.8,55,53716
9.4,30.1,4.8,25.6,2.8,15.6,11.7,25.5,0.2,0.3,48,78370
39.0,11.5,24.3,13.7,6.1,2.9,2.5,80.9,10.3,3.2,39,45209
11.1,37.3,6.8,29.0,10.4,3.9,1.5,90.7,1.7,0.5,17,60416
19.0,34.6,4.5,22.2,14.8,3.4,1.6,95.7,0.3,0.0,31,68815
7.7,27.7,4.2,20.6,6.1,15.5,18.2,14.1,17.2,1.1,48,77015
31.9,10.7,28.3,20.7,4.7,2.5,1.1,84.0,0.8,5.6,06,93923
17.1,24.6,14.7,18.5,5.8,9.8,9.5,26.9,38.6,6.4,09,06105
14.4,37.8,5.1,20.1,8.6,11.0,2.8,70.2,5.3,1.7,40,74003
9.4,48.0,5.1,16.9,7.4,11.9,1.3,97.6,0.0,0.2,39,43315
11.5,45.7,7.6,15.7,6.8,10.2,2.5,88.0,7.2,0.5,42,15370
20.8,12.1,27.5,26.6,13.0,0.0,0.0,100.0,0.0,0.0,09,06456
12.5,35.3,5.4,21.3,12.0,8.8,4.8,81.6,5.1,0.0,31,69130
17.7,33.3,9.3,16.5,6.0,9.2,8.1,11.0,65.3,3.3,36,11226
16.8,35.8,7.0,22.1,10.3,6.2,1.7,92.8,1.1,1.3,55,53168
15.6,33.1,6.2,23.5,10.2,8.3,3.1,59.1,13.4,3.4,12,33584
11.5,28.0,5.2,28.7,19.2,3.6,3.9,93.8,0.0,0.8,56,82721
10.7,49.3,3.8,21.4,5.8,6.4,2.7,99.6,0.0,0.0,54,26542
30.2,13.1,40.3,9.1,4.3,1.3,1.6,76.8,1.4,12.9,25,02474
24.0,25.1,15.0,21.0,8.4,4.0,2.5,87.2,1.2,4.2,25,02760
16.5,39.2,3.6,20.6,15.9,3.6,0.6,95.8,0.0,0.0,46,57046
38.0,12.5,19.2,20.7,5.7,1.7,2.1,89.0,0.0,1.1,08,80466
28.7,18.0,14.3,25.1,8.0,3.8,2.1,72.6,6.4,6.9,48,76016
11.4,38.3,7.4,22.7,8.6,8.1,3.5,86.9,9.1,3.2,05,72065
12.7,35.6,9.7,17.2,9.1,6.2,9.6,96.4,1.0,0.2,36,14527
8.3,47.3,2.3,15.1,11.0,12.9,3.2,89.4,0.0,0.0,28,38827
30.2,20.8,7.2,21.9,16.1,2.6,1.1,96.5,0.4,0.0,46,57064
26.6,23.4,11.2,27.2,7.4,2.6,1.5,83.7,0.0,0.3,08,81122
14.2,32.8,10.0,10.7,25.2,6.2,0.9,99.8,0.0,0.0,36,12094
11.9,30.8,13.5,27.2,6.3,5.5,4.8,92.3,1.7,0.0,20,67665
32.5,20.4,16.2,19.0,9.8,1.7,0.4,89.9,1.0,3.9,55,53072
22.2,29.7,11.2,19.1,8.4,5.1,4.3,68.7,1.3,10.6,36,11010
2.9,49.0,4.7,12.8,6.6,11.8,12.2,93.0,3.1,0.0,21,40050
27.7,21.7,15.0,15.9,8.4,7.3,3.9,88.0,2.7,0.6,44,02916
8.9,44.9,4.0,21.6,11.7,6.5,2.4,96.5,0.2,0.5,42,15627
17.5,42.2,7.2,14.0,10.1,7.3,1.8,98.2,0.4,0.0,42,16117
13.0,20.4,9.4,28.9,8.1,9.8,10.5,3.4,58.8,1.1,06,90043
5.0,41.3,3.7,23.3,9.7,12.8,4.1,57.3,38.9,0.0,13,31305
17.4,28.9,14.4,18.7,13.2,5.7,1.7,87.6,2.0,0.9,25,01301
9.2,46.2,7.1,18.4,10.8,5.1,3.2,96.5,0.1,0.7,36,13309
15.0,37.3,5.2,23.1,13.6,3.7,2.0,96.3,0.5,0.6,19,50585
10.4,54.4,4.5,6.7,11.2,6.9,5.9,97.7,0.2,0.1,36,13402
33.0,14.6,25.1,17.1,5.8,2.5,2.0,82.7,1.4,6.0,17,60126
13.6,36.1,6.8,21.3,7.9,10.5,3.8,59.2,35.8,0.1,51,23063
20.6,24.4,9.1,29.8,8.6,5.0,2.5,70.0,20.1,1.7,31,68134
24.8,22.2,11.1,23.9,11.8,3.9,2.3,87.2,1.5,1.9,12,34683
21.9,25.9,10.2,19.4,15.0,5.5,2.2,87.6,2.0,2.4,12,32571
17.6,33.2,7.9,19.9,8.3,7.4,5.6,37.8,6.3,3.0,12,33615
13.3,29.5,9.8,26.2,10.1,8.6,2.5,89.5,2.4,0.2,13,30739
15.4,33.3,5.7,27.7,15.4,2.0,0.5,99.4,0.1,0.0,27,56465
19.7,39.4,4.1,24.4,9.5,2.9,0.0,86.6,0.0,0.0,49,84033
22.0,24.4,11.0,37.0,4.8,0.7,0.0,80.4,3.5,2.2,25,02542
14.1,37.6,7.5,15.7,9.7,9.7,5.7,87.0,1.6,1.6,42,19567
21.1,19.9,13.2,22.1,8.0,8.1,7.6,54.5,8.8,6.2,41,97218
22.4,24.3,10.4,21.1,16.1,4.4,1.3,95.0,0.7,1.1,55,53555
10.4,37.8,5.9,28.1,9.0,6.3,2.4,94.4,0.9,0.8,27,55063
5.7,33.1,4.0,18.9,3.1,12.3,22.9,15.5,0.9,3.1,53,98951
25.8,24.2,9.5,20.0,12.1,4.7,3.6,71.0,5.5,9.4,27,55379
30.9,18.2,18.4,18.8,5.9,3.7,4.1,76.2,2.6,8.8,17,60005
16.2,33.2,5.0,23.9,12.0,2.9,6.9,89.5,0.6,1.0,27,56265
28.8,18.7,22.4,14.9,8.0,3.2,3.8,58.8,0.6,29.5,36,11360
7.2,38.4,4.5,26.2,8.5,11.2,4.1,54.2,38.5,0.2,21,40216
31.4,19.3,20.6,16.2,7.3,2.2,3.1,80.6,1.6,8.4,34,07642
5.0,37.5,1.6,32.1,12.6,7.8,3.4,90.9,0.2,0.6,41,97386
13.9,27.5,6.3,22.9,11.7,11.2,6.5,47.7,0.8,0.5,48,78009
10.4,36.6,3.6,24.1,6.2,14.6,4.4,51.4,22.3,1.1,40,73501
19.0,30.3,10.3,21.4,11.8,5.6,1.8,93.0,1.8,0.5,25,01069
17.7,38.7,4.8,24.1,3.7,6.1,5.0,6.4,82.1,1.5,34,07088
14.4,35.6,10.5,18.3,9.8,6.3,5.0,88.5,1.9,0.7,09,06098
7.8,46.0,3.9,18.7,4.0,14.1,5.5,96.8,0.0,0.2,47,38221
14.7,34.1,11.8,15.7,9.1,9.5,5.0,54.9,6.5,4.4,42,18015
6.3,33.1,5.2,15.3,7.9,18.6,13.7,91.5,5.5,0.4,21,40965
19.5,23.8,9.8,26.4,12.3,4.6,3.5,52.4,8.8,14.6,53,98023
12.1,38.8,5.4,23.1,5.0,8.8,6.8,67.9,4.5,0.8,48,76801
12.2,40.7,5.2,21.3,11.2,6.2,3.1,94.1,3.0,0.5,55,53821
8.7,42.4,10.7,20.2,9.2,8.1,0.8,93.1,2.7,0.0,39,43767
2.0,35.1,1.8,35.4,1.8,11.9,12.1,75.0,0.0,0.0,04,86432
17.9,22.9,8.1,24.7,18.1,5.1,3.3,76.8,3.5,4.8,31,68528
13.2,34.4,9.7,24.3,12.8,4.0,1.6,93.5,0.2,0.3,55,54847
20.2,26.8,9.3,26.3,11.0,4.6,1.8,92.0,2.6,0.9,26,49461
14.3,46.2,6.2,17.0,5.3,10.4,0.6,99.2,0.3,0.0,39,44084
27.8,16.8,13.2,23.3,10.5,4.5,3.8,35.2,45.0,6.5,37,28269
17.6,34.9,8.5,19.1,10.3,7.0,2.7,94.9,0.8,0.4,50,05641
