DP02_0064PE,DP02_0061PE,DP02_0065PE,DP02_0062PE,DP02_0063PE,DP02_0060PE,DP02_0059PE,DP05_0077PE,DP05_0078PE,DP05_0080PE,state,zip_code
9.8,32.0,4.6,17.3,5.5,13.1,17.6,14.2,17.6,5.4,17,60085
14.7,34.9,9.1,25.2,7.4,6.7,2.1,77.5,14.4,1.8,13,30187
13.9,27.9,8.7,28.6,10.2,6.3,4.3,88.5,1.6,0.5,17,62924
7.5,37.2,3.1,13.3,5.7,16.7,16.5,2.5,36.9,0.0,12,33142
16.4,36.6,7.7,16.1,5.9,10.6,6.7,68.6,7.3,5.5,42,18505
23.7,24.0,11.6,22.4,9.2,5.7,3.4,66.3,16.3,4.9,37,28027
11.8,39.0,6.8,23.7,11.0,5.2,2.5,96.8,0.8,0.5,18,47334
6.2,43.4,4.8,15.5,4.8,19.7,5.9,77.6,19.7,0.0,29,63873
5.7,30.8,3.4,21.2,4.4,10.8,23.7,24.5,2.6,0.9,06,93620
21.8,18.6,22.6,17.7,5.4,11.6,2.4,40.8,44.6,3.4,51,23510
11.9,39.2,5.5,27.3,11.1,3.9,1.0,96.6,2.5,0.0,17,62288
18.8,23.3,15.2,19.6,19.2,2.4,1.6,96.2,0.5,0.5,36,14487
24.5,26.4,10.9,19.6,9.5,5.6,3.5,84.2,0.5,0.4,46,57501
6.7,49.3,0.4,15.3,4.9,11.2,12.3,93.2,4.7,0.0,22,70577
11.6,34.4,3.4,15.3,9.1,12.3,13.9,43.2,30.4,0.0,45,29138
6.7,43.6,2.2,15.0,7.3,12.5,12.7,3.9,59.5,1.0,12,33054
26.3,23.8,15.5,17.6,11.6,3.9,1.3,82.7,5.2,3.1,12,34695
17.6,28.2,8.0,22.7,11.5,8.0,4.0,22.6,69.5,1.7,12,33712
31.7,14.4,20.7,18.5,7.2,4.3,3.2,38.8,27.0,14.7,06,94608
35.8,13.5,20.9,17.9,8.6,2.9,0.3,91.3,0.2,4.7,20,66227
10.9,27.9,6.6,23.7,8.5,15.5,6.9,86.5,9.1,0.1,51,24219
8.9,30.8,4.2,17.3,8.4,18.9,11.5,32.0,37.4,1.2,45,29927
18.4,31.2,5.0,24.2,5.1,11.4,4.7,67.1,26.8,0.0,05,72142
29.2,15.9,24.7,12.4,10.4,5.4,2.0,92.8,0.4,0.9,09,06068
12.2,32.9,10.0,23.5,8.0,9.7,3.7,92.4,0.0,0.0,47,37360
8.7,30.3,9.9,23.4,12.1,7.1,8.5,70.8,1.9,0.0,40,73460
3.5,41.6,5.8,28.3,2.2,13.4,5.3,95.9,0.0,0.2,05,72554
5.1,41.5,2.7,21.2,4.1,15.7,9.8,1.2,71.2,0.0,48,77028
26.7,0.0,22.2,51.1,0.0,0.0,0.0,72.5,12.8,6.1,39,44243
8.9,54.2,2.7,23.1,4.9,4.1,2.2,90.9,4.1,0.0,48,75567
18.0,30.9,11.1,19.2,8.8,5.0,6.9,95.3,2.4,0.0,25,01542
32.2,16.3,27.0,15.6,5.8,2.3,0.8,92.3,0.3,2.6,42,18938
11.6,43.0,7.2,15.3,12.5,6.8,3.7,94.0,1.8,1.2,36,12827
34.7,15.1,19.4,17.5,9.9,2.5,0.9,67.2,15.5,2.2,12,32751
10.2,48.5,3.7,14.9,7.4,8.7,6.7,42.8,53.1,0.0,22,70090
7.7,39.5,4.1,14.5,3.1,17.3,13.8,99.2,0.3,0.0,21,41522
14.6,32.3,7.7,21.5,7.0,12.4,4.6,73.3,19.7,0.9,45,29673
26.4,22.4,13.8,19.8,10.9,3.0,3.6,59.3,21.2,9.5,26,49512
14.5,43.5,5.2,17.6,10.2,6.5,2.5,78.3,12.7,1.1,42,15062
17.7,27.1,10.2,26.8,10.1,6.8,1.3,82.7,0.4,1.6,06,95667
32.7,14.5,23.7,15.6,3.6,4.7,5.2,82.9,6.3,5.9,50,05401
34.0,12.3,20.5,18.8,10.2,2.3,2.0,93.3,0.5,2.1,46,57108
8.0,43.6,1.1,17.1,11.6,13.3,5.4,64.2,0.2,0.3,40,74944
22.7,25.7,20.2,14.1,9.5,4.8,3.1,86.8,4.2,0.6,36,12545
9.1,43.1,10.3,16.0,11.3,7.6,2.7,96.2,0.6,0.3,39,45694
11.5,28.3,5.2,23.1,7.2,12.5,12.2,23.2,4.7,7.6,06,92505
8.1,31.0,3.3,23.3,3.6,15.2,15.5,9.7,41.0,2.0,17,60064
16.3,28.7,6.9,22.5,5.6,5.1,14.9,59.6,0.0,0.5,48,79545
12.2,32.0,3.3,25.0,10.1,14.0,3.4,99.4,0.6,0.0,18,47163
29.2,20.2,21.8,15.3,6.0,3.7,3.7,64.1,9.7,19.2,34,08043
17.4,34.7,9.2,21.2,9.8,5.8,1.8,92.8,3.1,0.4,26,49346
28.4,19.3,16.3,22.8,9.5,3.5,0.2,95.8,0.2,0.9,12,33785
9.5,26.9,9.0,27.6,12.7,7.5,6.8,79.3,0.6,0.0,41,97456
21.0,31.9,7.2,26.2,10.5,3.1,0.0,91.6,0.3,0.6,17,62295
18.7,38.0,9.0,19.0,13.4,1.8,0.1,97.1,0.0,1.5,39,45869
63.9,0.0,0.0,36.1,0.0,0.0,0.0,68.1,9.2,9.2,20,66045
21.2,26.4,10.4,26.7,8.1,4.9,2.3,65.8,12.4,1.8,48,75126
5.0,27.7,0.0,10.4,3.5,20.7,32.7,1.4,0.0,0.0,48,78562
11.2,43.4,7.8,16.0,8.7,10.4,2.5,93.3,2.3,0.6,42,17268
11.0,53.1,3.0,13.2,7.9,10.5,1.4,95.2,0.6,0.0,42,16020
10.2,32.5,3.6,31.3,10.8,6.3,5.2,80.6,7.7,3.0,01,36277
12.6,34.1,5.8,21.9,11.6,8.4,5.6,77.3,8.7,2.2,27,55021
20.8,21.6,7.0,12.1,3.9,16.3,18.3,18.7,7.3,7.8,36,11237
14.3,37.0,9.8,19.7,6.8,7.6,4.9,50.8,20.8,3.9,09,06516
10.7,43.5,5.4,19.8,5.0,11.0,4.6,85.9,5.0,0.6,47,37055
9.4,41.1,5.2,24.3,9.9,6.1,4.0,97.2,0.3,0.1,26,49746
16.6,30.8,8.0,26.1,12.5,4.8,1.1,85.1,8.8,1.7,39,45322
25.3,21.9,12.4,22.8,10.7,3.8,3.1,56.9,7.4,6.4,48,77581
19.7,29.9,6.8,25.5,7.7,7.8,2.7,67.1,0.6,6.7,02,99833
20.5,27.9,17.6,16.4,8.7,5.1,3.9,67.5,4.8,10.8,36,11554
21.5,23.1,8.9,25.8,9.7,6.0,5.0,54.5,2.2,10.2,06,94519
14.3,20.2,9.7,26.0,8.8,6.5,14.4,44.4,0.0,2.1,06,95045
27.1,25.8,17.3,12.4,10.3,5.8,1.3,94.8,0.8,2.0,25,02770
10.0,41.1,5.6,24.1,8.4,8.4,2.4,87.6,10.7,0.0,01,36572
13.7,41.7,3.1,19.1,5.8,11.3,5.3,67.5,32.0,0.0,28,39751
10.9,34.8,4.7,19.8,9.5,15.6,4.7,63.5,34.7,0.0,45,29620
20.4,21.9,13.5,13.6,3.1,9.5,18.1,32.7,3.8,4.4,48,77055
12.5,37.8,6.8,20.0,6.2,10.9,5.8,46.8,35.8,1.2,12,34234
34.2,9.1,29.7,17.2,6.9,1.3,1.6,64.3,1.3,23.2,41,97229
9.5,37.9,5.1,24.6,10.6,4.9,7.4,68.6,0.4,0.0,40,74330
4.3,51.2,0.5,21.0,4.8,12.2,6.0,94.8,0.0,0.0,23,04424
10.6,34.6,6.9,25.1,6.4,11.7,4.7,16.1,75.6,3.3,24,21229
15.8,38.2,6.3,16.5,14.6,6.5,2.2,95.4,0.5,0.4,36,14036
34.4,15.8,21.9,18.1,6.6,2.3,0.9,84.4,2.9,7.5,29,63021
8.4,34.5,2.0,29.4,8.8,12.6,4.4,90.4,0.1,0.1,26,49425
6.0,37.1,4.0,24.6,6.9,15.9,5.6,1.3,96.5,0.2,26,48238
17.5,23.2,10.5,26.1,12.3,4.6,5.7,70.0,0.4,2.3,53,98274
13.6,34.7,7.0,26.3,8.8,6.7,3.0,3.3,90.1,1.5,13,30035
7.9,31.4,2.9,22.2,3.5,12.4,19.7,2.7,40.7,0.4,48,77053
7.9,37.1,7.0,17.6,8.8,11.4,10.3,63.0,12.7,1.2,10,19947
7.6,34.9,5.8,14.7,10.4,15.0,11.7,97.5,0.4,0.1,21,40823
21.3,30.3,11.0,18.8,10.9,5.7,1.9,95.6,0.2,0.6,42,17754
7.7,19.6,1.7,19.1,12.7,15.7,23.4,27.1,58.1,0.0,37,28464
24.4,27.3,8.5,23.1,10.5,3.7,2.4,95.2,0.3,0.3,55,53086
13.9,34.9,8.7,19.3,15.2,6.6,1.4,84.7,1.3,1.1,36,13209
8.6,45.0,2.5,23.7,3.8,14.3,2.1,64.6,0.0,0.7,41,97347
14.4,30.8,6.4,22.0,15.7,5.3,5.3,81.8,1.6,1.2,31,68701
12.8,36.9,7.3,24.0,9.0,6.6,3.3,85.7,7.1,1.3,47,37341
10.0,32.2,2.8,20.0,4.6,14.0,16.4,25.8,7.0,4.4,32,89104
15.0,43.5,6.1,20.2,9.4,3.7,2.1,94.7,0.4,0.0,18,46347
25.2,23.6,19.9,19.6,9.2,1.6,0.7,90.5,0.8,3.1,09,06084
9.9,41.7,5.5,20.4,7.3,10.1,5.0,85.5,9.5,0.8,21,42134
18.9,33.6,9.4,21.4,13.4,2.6,0.7,94.4,0.5,0.0,19,51039
11.4,32.8,8.3,22.7,9.3,9.7,5.7,90.4,2.9,1.6,01,35504
37.3,13.6,23.3,15.1,9.1,1.3,0.3,93.9,0.1,3.9,33,03840
24.5,26.3,13.9,20.4,10.8,2.4,1.6,87.7,0.5,0.5,18,46373
12.6,35.7,7.3,22.4,11.6,7.3,3.1,94.3,1.9,0.7,25,02330
8.4,18.1,4.3,16.9,6.6,15.9,29.7,11.0,0.5,17.8,06,95334
30.6,14.6,34.4,7.6,4.1,4.4,4.3,22.7,3.3,66.6,34,08820
10.9,29.2,5.3,28.8,8.0,8.8,9.1,18.8,14.9,2.2,06,92377
39.5,6.8,34.9,11.5,5.8,0.8,0.6,31.2,0.0,0.8,12,33149
7.7,40.0,5.8,21.2,6.4,15.3,3.7,92.1,1.6,0.2,29,64776
18.7,39.2,7.4,17.2,10.7,5.1,1.7,92.7,1.3,0.1,42,16428
8.5,35.0,4.7,24.6,7.2,13.4,6.7,12.9,65.2,0.2,40,74106
14.4,30.3,6.5,23.0,11.4,7.1,7.4,39.0,27.9,13.8,27,55430
2.3,44.3,0.0,16.2,0.0,37.2,0.0,86.7,0.0,0.0,01,35746
12.4,42.6,5.4,18.9,8.7,9.2,2.9,98.1,0.3,0.6,33,03470
29.3,28.4,13.2,16.6,6.6,2.9,3.0,59.7,3.2,17.8,34,07646
13.3,27.3,10.0,17.9,6.8,14.7,10.0,27.7,2.1,1.4,48,78404
1.4,27.8,5.1,16.5,3.2,23.4,22.6,32.7,0.0,0.0,32,89883
10.6,41.5,8.6,18.4,7.3,8.8,4.9,95.8,0.5,0.3,54,25411
3.8,48.3,0.8,11.5,4.8,26.6,4.2,29.1,42.7,3.9,34,08314
11.7,34.6,7.1,26.3,11.1,6.5,2.6,92.6,0.9,0.6,26,48192
5.3,42.0,4.5,18.7,8.8,15.9,4.8,92.9,0.8,0.5,12,32134
10.6,41.7,11.0,11.4,8.1,3.8,13.3,87.8,12.2,0.0,51,22709
9.8,51.9,6.1,8.6,11.1,7.4,5.1,89.6,10.4,0.0,22,70581
20.7,28.7,8.5,26.9,9.0,3.6,2.7,74.0,3.1,1.0,12,33043
20.7,25.2,18.1,13.2,3.2,10.2,9.4,58.8,16.0,3.0,24,21224
6.0,44.1,3.2,19.1,5.5,14.6,7.5,88.7,3.7,0.0,37,28685
4.6,36.3,2.6,18.3,5.4,17.6,15.3,27.8,20.6,0.6,40,74110
13.6,36.2,7.3,21.5,4.7,8.0,8.6,46.6,1.6,0.4,48,78064
31.4,8.4,45.0,7.4,2.1,3.1,2.5,61.1,10.5,15.2,25,02139
18.3,22.0,8.7,26.2,10.3,8.6,5.9,42.9,3.2,9.8,06,91740
25.8,23.1,15.0,21.6,9.0,3.5,2.0,82.6,6.3,3.8,29,63303
14.8,28.9,7.3,33.0,12.1,2.9,1.0,84.3,2.4,0.0,06,95713
10.4,28.6,5.1,16.8,8.4,11.7,19.0,45.8,6.1,9.0,27,56187
14.5,43.5,1.0,24.8,14.3,0.6,1.3,96.1,3.0,0.0,19,50598
8.8,45.5,9.6,13.3,6.9,7.0,9.0,96.3,0.0,0.0,36,12853
8.8,37.5,3.9,26.3,9.5,7.4,6.7,79.5,0.0,3.3,53,98577
22.1,25.4,9.1,25.9,12.8,2.5,2.2,80.1,4.0,7.3,27,55016
8.8,31.2,2.6,21.7,7.8,14.6,13.4,14.2,6.7,0.0,35,88026
9.8,32.4,5.8,20.6,13.4,12.1,6.0,34.8,56.1,0.2,12,34946
28.3,25.4,15.1,18.8,6.3,2.9,3.2,69.5,2.0,12.9,34,07604
26.1,20.7,17.6,23.0,7.5,3.5,1.7,77.1,2.4,5.6,17,60030
11.6,33.5,9.4,24.5,8.1,10.1,2.8,14.1,81.9,1.0,29,63121
32.3,15.7,23.1,19.4,6.8,2.1,0.6,87.5,3.9,2.0,24,21774
19.9,20.7,9.9,23.1,10.7,6.7,9.0,48.5,2.1,8.8,06,92026
21.9,22.7,14.4,25.7,10.3,3.9,1.0,91.0,0.6,0.8,26,49770
38.0,7.4,31.1,12.8,7.1,1.7,1.9,54.6,1.6,32.4,53,98052
21.9,26.0,13.6,22.8,8.6,5.4,1.8,89.7,2.2,0.8,12,33950
41.0,0.7,54.1,3.1,1.0,0.0,0.0,56.0,1.8,32.8,17,60603
14.3,21.8,5.2,20.0,4.9,14.7,19.1,5.7,0.5,0.2,48,78541
5.4,60.9,2.6,10.9,0.3,8.9,10.9,58.2,35.3,0.2,47,38042
17.9,26.0,11.0,21.0,9.9,7.8,6.4,55.2,15.6,3.0,12,32712
15.9,37.1,8.5,21.5,6.9,7.7,2.3,90.8,7.2,0.0,01,35634
19.7,29.1,9.5,21.7,12.2,5.0,2.7,83.3,6.8,3.0,19,50701
25.2,15.4,22.3,22.3,10.1,2.9,1.8,85.8,1.2,4.7,53,98403
18.9,31.7,6.6,25.2,10.4,5.8,1.5,95.4,0.0,0.1,16,83276
17.0,28.1,11.4,19.9,8.7,10.8,4.1,81.1,2.5,2.7,36,10950
43.3,9.7,28.3,11.6,3.6,1.9,1.7,70.4,2.3,6.6,48,78751
25.9,16.5,28.5,19.6,5.6,2.7,1.3,90.3,3.7,2.5,24,21057
28.5,12.3,24.8,20.7,8.4,1.6,3.7,50.0,2.1,26.2,06,92835
10.1,33.7,3.1,10.9,3.5,15.6,22.9,22.2,38.9,3.7,13,31815
7.6,27.7,5.0,13.9,5.1,15.5,25.2,32.0,3.8,0.8,31,68661
23.7,26.9,9.3,26.4,9.1,3.4,1.1,93.5,0.1,0.6,30,59602
11.8,32.5,6.6,25.8,13.5,3.8,6.0,82.0,0.9,1.3,08,80836
30.3,24.1,20.3,15.2,6.0,2.7,1.3,78.9,0.2,5.3,34,07405
23.5,24.0,15.4,18.4,14.0,4.1,0.6,93.0,1.3,1.5,36,13027
36.0,14.1,26.2,14.2,7.6,1.4,0.5,94.1,0.7,1.3,23,04021
25.8,19.1,24.1,17.6,7.6,3.6,2.2,71.8,14.3,3.9,51,23185
10.4,31.1,11.5,22.0,5.9,12.8,6.3,17.0,79.2,0.1,39,45229
27.1,14.7,22.9,20.0,6.1,5.7,3.6,56.8,34.3,3.7,29,63110
9.2,41.2,5.4,22.1,5.7,10.9,5.4,58.3,30.4,1.0,48,75951
19.1,24.4,15.3,21.6,7.9,9.3,2.5,28.8,55.2,5.2,40,73105
6.4,48.6,3.8,17.6,8.6,11.6,3.4,99.5,0.0,0.0,18,47373
20.8,29.7,11.2,23.6,11.0,2.3,1.4,87.9,0.0,0.2,48,76433
31.9,18.2,19.2,17.4,10.8,1.7,0.7,92.2,0.3,1.7,55,53597
13.9,37.9,6.9,23.0,12.9,4.5,0.9,98.0,0.0,0.1,18,47923
19.3,31.2,7.6,21.5,12.8,4.0,3.5,13.2,2.3,48.1,15,96782
5.3,31.2,1.9,18.8,4.3,17.2,21.3,17.0,1.5,0.8,48,77502
11.2,23.3,2.0,20.4,6.6,9.7,26.8,28.4,0.0,0.5,06,95912
28.4,25.5,10.0,21.0,11.7,2.7,0.8,93.8,0.7,2.2,55,53089
14.0,41.6,9.7,14.1,11.7,5.5,3.5,99.7,0.0,0.0,18,47532
18.6,30.3,10.9,22.1,9.3,5.4,3.4,87.9,2.2,0.8,46,57078
20.0,23.9,22.4,20.0,11.1,1.8,0.8,99.6,0.0,0.0,19,52305
7.5,49.1,5.5,12.1,2.7,12.2,10.9,85.5,6.3,2.5,54,26836
12.8,42.6,6.9,17.6,4.4,10.6,5.2,93.4,1.2,0.5,29,64633
10.6,42.4,5.7,20.3,10.7,7.2,3.2,95.6,0.4,0.3,18,47421
8.9,28.6,2.7,16.1,6.5,16.3,20.9,1.3,28.5,0.7,36,10459
23.3,24.3,16.5,16.9,14.0,3.8,1.2,85.4,5.8,2.2,36,13090
33.5,17.0,14.1,20.0,7.6,3.9,4.0,75.9,4.0,6.0,13,30040
29.9,22.8,18.2,14.8,8.6,3.5,2.2,91.6,0.8,1.6,25,01915
28.4,19.3,18.7,19.0,11.1,2.4,1.1,60.5,6.2,3.4,12,33618
4.7,26.6,1.6,31.3,23.4,3.1,9.4,67.9,0.0,0.0,31,69216
2.4,40.0,0.0,11.8,5.9,23.5,16.5,59.9,31.2,1.1,42,17261
3.0,47.6,7.7,7.7,9.0,21.0,3.9,100.0,0.0,0.0,39,45698
14.1,38.7,4.8,16.1,5.5,12.8,8.1,91.4,3.5,0.0,13,30173
11.8,41.3,7.2,19.5,10.8,7.3,2.2,90.1,1.9,2.2,42,18706
7.0,41.1,2.8,21.5,3.5,14.7,9.4,37.1,42.5,0.5,22,70062
7.0,41.5,2.2,15.8,7.4,18.7,7.5,71.0,20.8,0.4,45,29718
15.1,25.6,8.6,28.9,5.3,10.7,5.8,52.6,6.7,1.3,48,79414
17.0,31.2,6.5,23.4,5.4,12.2,4.4,48.5,49.7,0.0,51,23883
7.4,38.1,3.2,23.3,7.2,11.8,9.1,11.9,68.3,0.2,05,72209
17.3,28.3,6.4,25.3,11.1,6.3,5.3,55.0,28.0,3.2,37,27534
11.1,51.4,4.5,14.9,3.3,10.4,4.4,98.0,0.1,0.0,23,04765
7.5,39.5,5.0,29.1,8.4,6.3,4.1,95.3,0.0,0.0,26,49096
9.5,42.6,4.7,15.6,5.5,13.8,8.3,58.7,38.5,0.0,22,71483
28.8,19.8,16.7,23.0,5.7,4.6,1.5,90.2,7.6,0.0,37,28468
9.8,46.9,2.3,17.2,9.4,10.2,4.2,97.1,0.7,0.2,26,49288
20.7,26.1,9.9,24.3,11.1,5.8,2.1,74.5,15.4,1.6,39,43614
11.1,32.6,2.3,23.2,11.0,14.8,4.9,82.1,10.2,0.2,10,19953
0.0,66.7,11.8,9.3,2.9,1.6,7.7,100.0,0.0,0.0,54,26562
14.1,26.0,7.7,16.1,8.6,11.0,16.4,20.4,8.3,1.7,36,10927
9.8,35.8,5.5,22.0,6.4,13.6,6.9,8.0,89.6,0.0,28,39204
8.2,46.8,4.2,20.4,11.8,5.5,3.1,94.6,0.6,0.3,23,04463
9.9,39.0,4.9,18.1,9.8,12.8,5.6,60.2,36.6,0.7,45,29555
21.1,30.5,11.7,18.7,9.5,5.4,3.0,85.9,2.9,3.2,42,18974
16.0,25.2,9.0,33.4,10.2,3.4,2.8,77.9,2.7,5.0,06,95703
11.0,33.4,4.6,21.2,12.0,11.2,6.6,84.7,4.5,0.7,37,28752
18.5,35.6,8.0,17.7,15.0,4.8,0.5,93.7,0.4,0.9,33,03865
26.7,25.4,10.2,21.2,8.9,5.3,2.3,72.1,16.7,2.2,47,37214
15.4,33.6,7.7,19.3,11.4,8.7,3.9,95.2,1.0,0.8,39,45102
10.8,36.9,5.6,23.2,7.9,10.8,4.9,85.3,7.6,0.4,18,46901
14.5,42.5,5.0,19.5,11.1,5.3,2.1,95.0,0.6,0.9,55,54555
16.0,33.8,8.1,27.5,9.5,4.5,0.6,91.8,0.5,1.3,08,81240
18.8,27.9,6.3,21.5,9.0,8.1,8.6,23.2,4.7,25.2,06,94580
16.1,36.2,11.1,20.2,7.2,5.3,3.8,59.2,37.6,0.0,22,70719
14.3,41.5,5.6,18.3,10.4,6.7,3.2,95.9,0.8,0.2,55,53503
-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,36,10111
35.9,13.8,40.1,5.9,0.0,4.3,0.0,77.3,2.1,9.5,18,46556
15.6,51.0,5.7,12.8,5.0,6.9,3.0,95.9,0.0,1.1,42,16346
13.4,37.7,11.5,16.7,12.9,4.9,2.7,94.7,0.0,0.2,36,13746
9.9,27.3,3.8,23.3,6.6,14.5,14.6,17.3,5.5,4.4,06,91762
8.8,39.0,3.8,20.0,5.0,14.8,8.7,56.6,30.4,0.0,48,75972
7.7,35.7,6.0,27.6,10.0,9.4,3.7,70.6,0.1,0.4,35,87410
7.7,41.5,3.3,20.1,7.2,11.4,8.6,91.3,1.3,0.7,12,32680
28.0,20.8,23.2,14.9,9.8,2.3,0.8,94.6,0.8,0.7,25,01938
11.8,31.6,4.0,23.8,7.5,15.5,5.8,82.4,12.2,0.4,01,35904
7.3,54.0,6.5,17.6,5.7,7.0,1.7,97.9,0.3,0.1,29,64481
10.2,36.9,4.2,23.3,12.4,8.8,4.2,80.6,3.4,1.3,12,34653
9.8,51.1,5.0,15.4,5.7,9.7,3.1,94.2,3.7,0.1,42,17233
11.0,43.4,7.9,18.9,8.6,7.5,2.7,95.1,0.9,1.0,18,46750
30.0,17.6,26.1,12.6,8.1,2.6,3.0,66.5,5.4,17.0,34,08840
26.0,20.7,24.5,15.8,6.9,3.8,2.3,75.5,5.5,2.8,36,11561
39.0,16.0,22.8,12.5,6.4,1.8,1.6,77.4,2.1,13.5,34,07649
11.4,42.2,4.1,20.7,12.1,7.4,2.1,90.4,0.6,0.0,55,54983
29.2,16.7,19.2,21.8,7.8,2.6,2.6,77.2,11.7,4.3,21,40242
15.6,41.8,8.2,13.7,12.2,6.4,2.1,95.5,1.0,0.0,36,13033
11.3,40.0,5.0,24.1,6.9,8.9,3.8,87.0,4.9,0.3,22,70663
20.2,22.9,9.7,26.1,9.7,8.8,2.7,61.5,14.9,3.5,29,65584
28.1,16.9,18.3,16.0,8.7,5.6,6.5,11.0,3.0,66.4,06,95035
34.6,2.8,48.5,8.3,4.1,0.5,1.2,71.4,4.6,12.6,48,77005
11.8,46.9,3.6,18.8,6.3,9.4,3.1,97.2,0.7,0.0,39,44270
15.1,34.5,6.5,24.3,9.7,7.7,2.3,74.5,12.6,2.2,12,32119
24.6,25.8,14.8,20.1,8.2,3.9,2.6,81.6,1.0,2.6,17,60631
7.1,48.3,3.5,21.1,2.9,10.6,6.4,88.5,0.3,0.1,13,31049
9.2,38.3,2.3,14.5,3.9,10.7,21.2,3.0,0.9,0.2,12,33010
16.3,32.5,12.6,21.8,10.7,4.3,1.8,95.9,1.7,0.7,54,25526
14.1,34.4,5.8,27.6,6.2,7.2,4.7,10.6,80.3,0.6,22,70814
16.5,27.3,12.4,17.9,20.2,4.7,1.0,95.2,1.3,0.0,36,13461
6.9,42.1,3.1,21.5,11.8,8.1,6.5,80.6,9.1,0.0,19,50707
23.4,42.8,8.8,12.5,4.1,6.9,1.4,71.3,3.3,0.7,36,12515
8.7,39.1,4.2,16.8,6.5,17.2,7.4,52.5,44.8,0.0,01,36010
14.3,37.2,7.1,19.8,10.1,7.1,4.5,87.6,5.4,0.1,29,63390
21.8,19.7,10.7,17.8,5.8,10.5,13.6,14.9,18.0,16.2,06,90019
19.6,32.7,1.2,21.9,14.1,4.3,6.2,91.1,0.0,0.0,46,57319
26.3,20.7,11.8,22.0,9.6,5.6,3.9,76.5,13.9,1.8,37,28403
11.0,22.5,4.9,23.1,10.1,17.4,11.1,26.0,66.7,0.0,28,38778
15.6,30.8,7.7,25.1,10.6,6.1,4.1,80.6,2.2,1.2,31,68803
9.3,42.7,9.4,16.7,8.6,9.4,3.9,50.7,45.5,1.7,13,31021
12.3,41.1,6.0,21.2,11.6,4.7,3.0,96.1,0.4,0.8,17,62441
19.6,33.5,7.6,22.6,9.4,5.8,1.5,80.4,5.0,2.2,12,32713
26.3,19.8,20.4,19.3,8.3,3.7,2.2,75.8,13.2,2.3,51,23188
14.3,35.2,5.5,23.3,13.1,6.2,2.5,93.3,2.9,0.3,19,51632
10.9,33.4,4.6,26.1,8.7,11.2,5.1,40.8,39.4,1.9,28,39581
12.5,36.1,3.4,23.6,12.0,8.9,3.6,90.6,1.8,1.6,12,32656
7.3,32.0,5.8,19.7,4.0,20.5,10.7,18.4,78.0,0.0,28,39038
5.8,34.0,4.5,25.8,7.9,20.0,2.0,73.2,19.5,0.5,17,60551
6.5,39.8,0.0,15.5,2.2,31.6,4.4,60.2,34.8,0.0,13,31020
14.8,36.3,4.5,25.1,13.6,4.1,1.6,94.6,0.0,0.0,53,99030
15.2,19.8,6.3,47.5,11.0,0.2,0.0,64.0,10.8,1.8,37,28547
27.5,23.5,15.0,16.6,11.6,4.0,1.7,87.0,5.0,2.3,25,02375
7.5,44.8,0.3,23.2,13.7,5.6,4.9,73.2,0.0,1.9,31,68631
26.6,27.4,15.0,16.1,11.8,2.3,0.9,95.3,0.7,2.0,25,02762
14.1,34.5,7.7,20.5,9.1,8.1,5.9,93.1,0.5,0.1,29,65559
45.2,6.5,31.0,10.1,4.1,1.2,1.9,46.3,7.0,34.0,51,20148
12.2,26.6,3.6,21.5,4.4,17.6,14.2,24.8,8.6,0.1,48,79701
19.7,29.6,13.6,20.2,9.3,5.4,2.3,94.2,1.3,0.9,39,45150
17.3,29.7,5.7,33.2,10.0,3.2,0.9,86.7,0.9,3.6,04,85087
9.1,43.3,2.0,24.3,11.5,7.8,2.0,95.5,0.0,0.3,19,50557
26.1,25.9,19.7,13.5,5.8,4.8,4.2,31.0,29.4,12.3,34,07631
11.3,44.1,5.1,22.2,6.2,6.7,4.4,100.0,0.0,0.0,18,47227
16.6,27.2,9.4,28.4,8.7,7.1,2.5,42.2,47.1,1.4,51,23669
12.3,41.3,5.9,16.9,10.4,10.6,2.6,61.2,12.0,1.3,36,12458
11.5,42.4,6.1,17.2,6.2,10.4,6.1,45.6,52.4,1.0,13,31082
15.5,34.2,5.9,22.5,9.4,7.0,5.5,44.2,21.8,4.1,12,33063
22.3,20.4,12.3,27.2,12.1,3.4,2.4,64.6,18.9,3.4,13,31909
14.8,36.5,3.1,21.5,11.0,10.8,2.3,92.1,1.7,0.7,53,99181
19.7,31.1,6.1,21.2,10.8,8.9,2.2,72.0,0.2,5.4,06,96032
24.6,21.7,20.0,14.5,12.4,3.4,3.4,71.6,7.2,10.9,36,14586
9.3,37.7,5.3,24.7,5.1,11.3,6.6,61.8,34.7,0.0,05,72160
13.2,35.9,7.1,21.0,8.7,9.3,4.9,91.5,4.6,0.5,01,35652
25.2,10.0,40.3,12.9,9.6,1.4,0.6,72.9,0.3,6.0,35,87544
8.8,31.8,9.1,27.6,1.2,10.5,11.1,3.0,0.0,0.0,48,78341
18.8,25.9,10.2,26.7,8.6,5.5,4.3,43.6,6.6,10.2,02,99508
21.8,23.2,11.2,22.2,8.7,7.0,5.9,42.5,4.2,16.3,06,90717
27.3,12.6,44.8,6.7,4.9,1.6,2.1,73.1,3.1,13.7,25,02465
6.2,34.8,4.3,24.6,8.7,16.9,4.6,58.9,10.7,1.8,06,96130
